utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
58 %, 7 %, 16160 MiB, 16160 MiB, 0 MiB
100 %, 12 %, 16160 MiB, 16160 MiB, 0 MiB
0 %, 0 %, 16160 MiB, 16160 MiB, 0 MiB
0 %, 0 %, 16160 MiB, 16160 MiB, 0 MiB
0 %, 0 %, 16160 MiB, 16160 MiB, 0 MiB
0 %, 0 %, 16160 MiB, 16160 MiB, 0 MiB
0 %, 0 %, 16160 MiB, 16160 MiB, 0 MiB
0 %, 0 %, 16160 MiB, 16160 MiB, 0 MiB
0 %, 0 %, 16160 MiB, 16160 MiB, 0 MiB
0 %, 0 %, 16160 MiB, 16160 MiB, 0 MiB
0 %, 0 %, 16160 MiB, 16160 MiB, 0 MiB
0 %, 0 %, 16160 MiB, 16160 MiB, 0 MiB
3 %, 0 %, 16160 MiB, 15852 MiB, 308 MiB
0 %, 0 %, 16160 MiB, 16145 MiB, 15 MiB
0 %, 0 %, 16160 MiB, 16157 MiB, 3 MiB
0 %, 0 %, 16160 MiB, 16157 MiB, 3 MiB
4 %, 0 %, 16160 MiB, 15710 MiB, 450 MiB
0 %, 0 %, 16160 MiB, 15852 MiB, 308 MiB
0 %, 0 %, 16160 MiB, 15852 MiB, 308 MiB
0 %, 0 %, 16160 MiB, 15852 MiB, 308 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
3 %, 0 %, 16160 MiB, 15708 MiB, 452 MiB
0 %, 0 %, 16160 MiB, 15852 MiB, 308 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
0 %, 0 %, 16160 MiB, 938 MiB, 15222 MiB
0 %, 0 %, 16160 MiB, 938 MiB, 15222 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
0 %, 0 %, 16160 MiB, 938 MiB, 15222 MiB
0 %, 0 %, 16160 MiB, 938 MiB, 15222 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
0 %, 0 %, 16160 MiB, 938 MiB, 15222 MiB
0 %, 0 %, 16160 MiB, 938 MiB, 15222 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
0 %, 0 %, 16160 MiB, 938 MiB, 15222 MiB
0 %, 0 %, 16160 MiB, 938 MiB, 15222 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
0 %, 0 %, 16160 MiB, 938 MiB, 15222 MiB
0 %, 0 %, 16160 MiB, 938 MiB, 15222 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
0 %, 0 %, 16160 MiB, 916 MiB, 15244 MiB
0 %, 0 %, 16160 MiB, 938 MiB, 15222 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
3 %, 0 %, 16160 MiB, 732 MiB, 15428 MiB
0 %, 0 %, 16160 MiB, 818 MiB, 15342 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
3 %, 0 %, 16160 MiB, 590 MiB, 15570 MiB
0 %, 0 %, 16160 MiB, 690 MiB, 15470 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
14 %, 5 %, 16160 MiB, 528 MiB, 15632 MiB
15 %, 5 %, 16160 MiB, 528 MiB, 15632 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
33 %, 11 %, 16160 MiB, 528 MiB, 15632 MiB
33 %, 11 %, 16160 MiB, 528 MiB, 15632 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
0 %, 0 %, 16160 MiB, 528 MiB, 15632 MiB
0 %, 0 %, 16160 MiB, 528 MiB, 15632 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
0 %, 0 %, 16160 MiB, 528 MiB, 15632 MiB
0 %, 0 %, 16160 MiB, 528 MiB, 15632 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
32 %, 11 %, 16160 MiB, 528 MiB, 15632 MiB
33 %, 11 %, 16160 MiB, 528 MiB, 15632 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
6 %, 1 %, 16160 MiB, 528 MiB, 15632 MiB
6 %, 2 %, 16160 MiB, 528 MiB, 15632 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
32 %, 11 %, 16160 MiB, 528 MiB, 15632 MiB
32 %, 11 %, 16160 MiB, 528 MiB, 15632 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
32 %, 11 %, 16160 MiB, 528 MiB, 15632 MiB
33 %, 11 %, 16160 MiB, 528 MiB, 15632 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
33 %, 11 %, 16160 MiB, 528 MiB, 15632 MiB
32 %, 11 %, 16160 MiB, 528 MiB, 15632 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
5 %, 1 %, 16160 MiB, 528 MiB, 15632 MiB
6 %, 2 %, 16160 MiB, 528 MiB, 15632 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
35 %, 11 %, 16160 MiB, 528 MiB, 15632 MiB
34 %, 11 %, 16160 MiB, 528 MiB, 15632 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
34 %, 11 %, 16160 MiB, 528 MiB, 15632 MiB
33 %, 11 %, 16160 MiB, 528 MiB, 15632 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
35 %, 11 %, 16160 MiB, 528 MiB, 15632 MiB
33 %, 11 %, 16160 MiB, 528 MiB, 15632 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
10 %, 2 %, 16160 MiB, 528 MiB, 15632 MiB
12 %, 3 %, 16160 MiB, 528 MiB, 15632 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
0 %, 0 %, 16160 MiB, 15666 MiB, 494 MiB
35 %, 11 %, 16160 MiB, 528 MiB, 15632 MiB
34 %, 11 %, 16160 MiB, 528 MiB, 15632 MiB
